State/Country,Year,Category of industry,Code version,Employed Person ('000)
Kelantan,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.5
Melaka,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.3
Negeri Sembilan,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.9
Pahang,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.8
Pulau Pinang,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.7
Perak,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,5.0
Perlis,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.4
Selangor,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,14.6
Terengganu,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,3.4
Sabah,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,5.7
Sarawak,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,8.7
W.P. Kuala Lumpur,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.3
W.P Labuan,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.1
W.P.Putrajaya,2015,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.1
Malaysia,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,72.1
Johor,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,9.8
Kedah,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.5
Kelantan,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,1.4
Melaka,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.5
Negeri Sembilan,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.8
Pahang,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.6
Pulau Pinang,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.5
Perak,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.5
Perlis,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.8
Selangor,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,20.0
Terengganu,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.3
Sabah,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.4
Sarawak,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.8
W.P. Kuala Lumpur,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.9
W.P Labuan,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.3
W.P.Putrajaya,2015,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.1
Malaysia,2015,Construction,MSIC 2008,"1,309.9"
Johor,2015,Construction,MSIC 2008,149.2
Kedah,2015,Construction,MSIC 2008,63.0
Kelantan,2015,Construction,MSIC 2008,76.7
Melaka,2015,Construction,MSIC 2008,29.7
Negeri Sembilan,2015,Construction,MSIC 2008,38.7
Pahang,2015,Construction,MSIC 2008,46.9
Pulau Pinang,2015,Construction,MSIC 2008,47.3
Perak,2015,Construction,MSIC 2008,84.0
Perlis,2015,Construction,MSIC 2008,9.1
Selangor,2015,Construction,MSIC 2008,338.1
Terengganu,2015,Construction,MSIC 2008,64.0
Sabah,2015,Construction,MSIC 2008,149.3
Sarawak,2015,Construction,MSIC 2008,134.7
W.P. Kuala Lumpur,2015,Construction,MSIC 2008,74.4
W.P Labuan,2015,Construction,MSIC 2008,3.8
W.P.Putrajaya,2015,Construction,MSIC 2008,1.0
Malaysia,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,"2,361.4"
Johor,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,258.8
Kedah,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,135.2
Kelantan,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,148.1
Melaka,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,61.3
Negeri Sembilan,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,67.7
Pahang,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,112.4
Pulau Pinang,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,129.7
Perak,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,173.2
Perlis,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,13.1
Selangor,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,524.8
Terengganu,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,65.2
Sabah,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,291.4
Sarawak,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,166.8
W.P. Kuala Lumpur,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,207.0
W.P Labuan,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,5.2
W.P.Putrajaya,2015,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,1.4
Malaysia,2015,Transportation and storage,MSIC 2008,615.0
Johor,2015,Transportation and storage,MSIC 2008,84.4
Kedah,2015,Transportation and storage,MSIC 2008,33.9
Kelantan,2015,Transportation and storage,MSIC 2008,18.3
Melaka,2015,Transportation and storage,MSIC 2008,11.8
Negeri Sembilan,2015,Transportation and storage,MSIC 2008,30.7
Pahang,2015,Transportation and storage,MSIC 2008,27.1
Pulau Pinang,2015,Transportation and storage,MSIC 2008,42.2
Perak,2015,Transportation and storage,MSIC 2008,27.8
Perlis,2015,Transportation and storage,MSIC 2008,2.6
Selangor,2015,Transportation and storage,MSIC 2008,174.1
Terengganu,2015,Transportation and storage,MSIC 2008,14.4
Sabah,2015,Transportation and storage,MSIC 2008,60.5
Sarawak,2015,Transportation and storage,MSIC 2008,43.0
W.P. Kuala Lumpur,2015,Transportation and storage,MSIC 2008,40.6
W.P Labuan,2015,Transportation and storage,MSIC 2008,2.9
W.P.Putrajaya,2015,Transportation and storage,MSIC 2008,0.8
Malaysia,2015,Accommodation and food service activities,MSIC 2008,"1,150.8"
Johor,2015,Accommodation and food service activities,MSIC 2008,134.5
Kedah,2015,Accommodation and food service activities,MSIC 2008,85.1
Kelantan,2015,Accommodation and food service activities,MSIC 2008,51.4
Melaka,2015,Accommodation and food service activities,MSIC 2008,39.1
Negeri Sembilan,2015,Accommodation and food service activities,MSIC 2008,43.5
Pahang,2015,Accommodation and food service activities,MSIC 2008,65.6
Pulau Pinang,2015,Accommodation and food service activities,MSIC 2008,73.2
Perak,2015,Accommodation and food service activities,MSIC 2008,95.9
Perlis,2015,Accommodation and food service activities,MSIC 2008,11.7
Selangor,2015,Accommodation and food service activities,MSIC 2008,223.7
Terengganu,2015,Accommodation and food service activities,MSIC 2008,41.1
Sabah,2015,Accommodation and food service activities,MSIC 2008,113.2
Sarawak,2015,Accommodation and food service activities,MSIC 2008,82.4
W.P. Kuala Lumpur,2015,Accommodation and food service activities,MSIC 2008,86.5
W.P Labuan,2015,Accommodation and food service activities,MSIC 2008,3.1
W.P.Putrajaya,2015,Accommodation and food service activities,MSIC 2008,0.8
Malaysia,2015,Information and communication,MSIC 2008,214.2
Johor,2015,Information and communication,MSIC 2008,7.8
Kedah,2015,Information and communication,MSIC 2008,3.1
Kelantan,2015,Information and communication,MSIC 2008,1.8
Melaka,2015,Information and communication,MSIC 2008,2.7
Negeri Sembilan,2015,Information and communication,MSIC 2008,3.7
Pahang,2015,Information and communication,MSIC 2008,2.5
Pulau Pinang,2015,Information and communication,MSIC 2008,5.9
Perak,2015,Information and communication,MSIC 2008,8.2
Perlis,2015,Information and communication,MSIC 2008,0.4
Selangor,2015,Information and communication,MSIC 2008,130.2
Terengganu,2015,Information and communication,MSIC 2008,1.5
Sabah,2015,Information and communication,MSIC 2008,5.4
Sarawak,2015,Information and communication,MSIC 2008,8.3
W.P. Kuala Lumpur,2015,Information and communication,MSIC 2008,31.3
W.P Labuan,2015,Information and communication,MSIC 2008,0.1
W.P.Putrajaya,2015,Information and communication,MSIC 2008,1.3
Malaysia,2015,Financial and insurance/takaful activities,MSIC 2008,354.4
Johor,2015,Financial and insurance/takaful activities,MSIC 2008,30.8
Kedah,2015,Financial and insurance/takaful activities,MSIC 2008,9.3
Kelantan,2015,Financial and insurance/takaful activities,MSIC 2008,6.8
Melaka,2015,Financial and insurance/takaful activities,MSIC 2008,6.6
Negeri Sembilan,2015,Financial and insurance/takaful activities,MSIC 2008,8.6
Pahang,2015,Financial and insurance/takaful activities,MSIC 2008,8.2
Pulau Pinang,2015,Financial and insurance/takaful activities,MSIC 2008,21.5
Perak,2015,Financial and insurance/takaful activities,MSIC 2008,18.5
Perlis,2015,Financial and insurance/takaful activities,MSIC 2008,0.8
Selangor,2015,Financial and insurance/takaful activities,MSIC 2008,139.5
Terengganu,2015,Financial and insurance/takaful activities,MSIC 2008,3.7
Sabah,2015,Financial and insurance/takaful activities,MSIC 2008,14.8
Sarawak,2015,Financial and insurance/takaful activities,MSIC 2008,16.4
W.P. Kuala Lumpur,2015,Financial and insurance/takaful activities,MSIC 2008,67.3
W.P Labuan,2015,Financial and insurance/takaful activities,MSIC 2008,0.8
W.P.Putrajaya,2015,Financial and insurance/takaful activities,MSIC 2008,0.7
Malaysia,2015,Real estate activities,MSIC 2008,71.2
Johor,2015,Real estate activities,MSIC 2008,10.0
Kedah,2015,Real estate activities,MSIC 2008,1.1
Kelantan,2015,Real estate activities,MSIC 2008,0.5
Melaka,2015,Real estate activities,MSIC 2008,0.9
Negeri Sembilan,2015,Real estate activities,MSIC 2008,2.0
Pahang,2015,Real estate activities,MSIC 2008,1.5
Pulau Pinang,2015,Real estate activities,MSIC 2008,4.7
Perak,2015,Real estate activities,MSIC 2008,1.3
Perlis,2015,Real estate activities,MSIC 2008,0.1
Selangor,2015,Real estate activities,MSIC 2008,27.7
Terengganu,2015,Real estate activities,MSIC 2008,0.1
Sabah,2015,Real estate activities,MSIC 2008,3.9
Sarawak,2015,Real estate activities,MSIC 2008,2.5
W.P. Kuala Lumpur,2015,Real estate activities,MSIC 2008,14.3
W.P Labuan,2015,Real estate activities,MSIC 2008,0.5
W.P.Putrajaya,2015,Real estate activities,MSIC 2008,0.1
Malaysia,2015,"Professional, scientific and technical activities",MSIC 2008,359.3
Johor,2015,"Professional, scientific and technical activities",MSIC 2008,32.3
Kedah,2015,"Professional, scientific and technical activities",MSIC 2008,8.8
Kelantan,2015,"Professional, scientific and technical activities",MSIC 2008,6.8
Melaka,2015,"Professional, scientific and technical activities",MSIC 2008,8.3
Negeri Sembilan,2015,"Professional, scientific and technical activities",MSIC 2008,6.1
Pahang,2015,"Professional, scientific and technical activities",MSIC 2008,8.2
Pulau Pinang,2015,"Professional, scientific and technical activities",MSIC 2008,20.9
Perak,2015,"Professional, scientific and technical activities",MSIC 2008,15.1
Perlis,2015,"Professional, scientific and technical activities",MSIC 2008,0.9
Selangor,2015,"Professional, scientific and technical activities",MSIC 2008,140.6
Terengganu,2015,"Professional, scientific and technical activities",MSIC 2008,5.5
Sabah,2015,"Professional, scientific and technical activities",MSIC 2008,17.1
Sarawak,2015,"Professional, scientific and technical activities",MSIC 2008,18.0
W.P. Kuala Lumpur,2015,"Professional, scientific and technical activities",MSIC 2008,68.8
W.P Labuan,2015,"Professional, scientific and technical activities",MSIC 2008,0.7
W.P.Putrajaya,2015,"Professional, scientific and technical activities",MSIC 2008,1.2
Malaysia,2015,Administrative and support service activities,MSIC 2008,634.8
Johor,2015,Administrative and support service activities,MSIC 2008,66.8
Kedah,2015,Administrative and support service activities,MSIC 2008,42.0
Kelantan,2015,Administrative and support service activities,MSIC 2008,24.4
Melaka,2015,Administrative and support service activities,MSIC 2008,20.3
Negeri Sembilan,2015,Administrative and support service activities,MSIC 2008,29.0
Pahang,2015,Administrative and support service activities,MSIC 2008,29.1
Pulau Pinang,2015,Administrative and support service activities,MSIC 2008,37.0
Perak,2015,Administrative and support service activities,MSIC 2008,40.9
Perlis,2015,Administrative and support service activities,MSIC 2008,6.8
Selangor,2015,Administrative and support service activities,MSIC 2008,169.7
Terengganu,2015,Administrative and support service activities,MSIC 2008,23.0
Sabah,2015,Administrative and support service activities,MSIC 2008,44.7
Sarawak,2015,Administrative and support service activities,MSIC 2008,46.9
W.P. Kuala Lumpur,2015,Administrative and support service activities,MSIC 2008,49.3
W.P Labuan,2015,Administrative and support service activities,MSIC 2008,3.4
W.P.Putrajaya,2015,Administrative and support service activities,MSIC 2008,1.6
Malaysia,2015,Public administration and defence; compulsory social security,MSIC 2008,751.0
Johor,2015,Public administration and defence; compulsory social security,MSIC 2008,51.5
Kedah,2015,Public administration and defence; compulsory social security,MSIC 2008,50.8
Kelantan,2015,Public administration and defence; compulsory social security,MSIC 2008,42.4
Melaka,2015,Public administration and defence; compulsory social security,MSIC 2008,25.0
Negeri Sembilan,2015,Public administration and defence; compulsory social security,MSIC 2008,34.7
Pahang,2015,Public administration and defence; compulsory social security,MSIC 2008,45.0
Pulau Pinang,2015,Public administration and defence; compulsory social security,MSIC 2008,29.8
Perak,2015,Public administration and defence; compulsory social security,MSIC 2008,61.0
Perlis,2015,Public administration and defence; compulsory social security,MSIC 2008,9.7
Selangor,2015,Public administration and defence; compulsory social security,MSIC 2008,135.4
Terengganu,2015,Public administration and defence; compulsory social security,MSIC 2008,32.3
Sabah,2015,Public administration and defence; compulsory social security,MSIC 2008,82.0
Sarawak,2015,Public administration and defence; compulsory social security,MSIC 2008,80.3
W.P. Kuala Lumpur,2015,Public administration and defence; compulsory social security,MSIC 2008,44.4
W.P Labuan,2015,Public administration and defence; compulsory social security,MSIC 2008,4.4
W.P.Putrajaya,2015,Public administration and defence; compulsory social security,MSIC 2008,22.3
Malaysia,2015,Education,MSIC 2008,899.0
Johor,2015,Education,MSIC 2008,87.8
Kedah,2015,Education,MSIC 2008,68.3
Kelantan,2015,Education,MSIC 2008,58.4
Melaka,2015,Education,MSIC 2008,34.1
Negeri Sembilan,2015,Education,MSIC 2008,30.8
Pahang,2015,Education,MSIC 2008,49.0
Pulau Pinang,2015,Education,MSIC 2008,48.6
Perak,2015,Education,MSIC 2008,71.3
Perlis,2015,Education,MSIC 2008,10.5
Selangor,2015,Education,MSIC 2008,185.9
Terengganu,2015,Education,MSIC 2008,36.7
Sabah,2015,Education,MSIC 2008,98.2
Sarawak,2015,Education,MSIC 2008,79.3
W.P. Kuala Lumpur,2015,Education,MSIC 2008,35.3
W.P Labuan,2015,Education,MSIC 2008,2.1
W.P.Putrajaya,2015,Education,MSIC 2008,2.7
Malaysia,2015,Human health and social work activities,MSIC 2008,573.1
Johor,2015,Human health and social work activities,MSIC 2008,56.7
Kedah,2015,Human health and social work activities,MSIC 2008,42.7
Kelantan,2015,Human health and social work activities,MSIC 2008,34.0
Melaka,2015,Human health and social work activities,MSIC 2008,27.9
Negeri Sembilan,2015,Human health and social work activities,MSIC 2008,24.1
Pahang,2015,Human health and social work activities,MSIC 2008,35.0
Pulau Pinang,2015,Human health and social work activities,MSIC 2008,43.8
Perak,2015,Human health and social work activities,MSIC 2008,37.2
Perlis,2015,Human health and social work activities,MSIC 2008,6.1
Selangor,2015,Human health and social work activities,MSIC 2008,136.2
Terengganu,2015,Human health and social work activities,MSIC 2008,16.5
Sabah,2015,Human health and social work activities,MSIC 2008,45.2
Sarawak,2015,Human health and social work activities,MSIC 2008,32.8
W.P. Kuala Lumpur,2015,Human health and social work activities,MSIC 2008,31.8
W.P Labuan,2015,Human health and social work activities,MSIC 2008,1.0
W.P.Putrajaya,2015,Human health and social work activities,MSIC 2008,2.1
Malaysia,2015,"Arts, entertainment and recreation",MSIC 2008,81.7
Johor,2015,"Arts, entertainment and recreation",MSIC 2008,8.6
Kedah,2015,"Arts, entertainment and recreation",MSIC 2008,3.7
Kelantan,2015,"Arts, entertainment and recreation",MSIC 2008,2.4
Melaka,2015,"Arts, entertainment and recreation",MSIC 2008,2.7
Negeri Sembilan,2015,"Arts, entertainment and recreation",MSIC 2008,3.2
Pahang,2015,"Arts, entertainment and recreation",MSIC 2008,4.6
Pulau Pinang,2015,"Arts, entertainment and recreation",MSIC 2008,4.1
Perak,2015,"Arts, entertainment and recreation",MSIC 2008,6.6
